iter	MultiClass
297	0.1233803127
298	0.1231636877
299	0.1228349271
300	0.1225694822
301	0.1223590187
302	0.1220985164
303	0.1219049454
304	0.1216586569
305	0.1214535174
306	0.1212535858
307	0.1210730511
308	0.1208447
309	0.1206516432
310	0.1204117319
311	0.1201645727
312	0.1197906826
313	0.1194196618
314	0.1192445257
315	0.1190606407
316	0.1188555096
317	0.1186597492
318	0.1184471462
319	0.1181992406
320	0.1180073116
321	0.117808201
322	0.1175592091
323	0.1173314799
324	0.1170791792
325	0.1168729202
326	0.1166961753
327	0.1165105239
328	0.116352753
329	0.1161762652
330	0.1158926756
331	0.1156371075
332	0.1154537698
333	0.1152394087
334	0.1150364917
335	0.1148532619
336	0.1146294138
337	0.1141308411
338	0.1139070511
339	0.1137082722
340	0.113515008
341	0.1133194467
342	0.1131231391
343	0.1128699261
344	0.1127222393
345	0.112502944
346	0.1122892629
347	0.112109574
348	0.1119317013
349	0.111575052
350	0.1114074873
351	0.1112287936
352	0.1110329421
353	0.1108472492
354	0.1106264363
355	0.1104399142
356	0.1101912042
357	0.1100130081
358	0.1097941772
359	0.1096173825
360	0.1094622073
361	0.1092182242
362	0.1090286421
363	0.1086221612
364	0.1084090606
365	0.1082219829
366	0.1080644525
367	0.1075430165
368	0.1073807675
369	0.1071700055
370	0.1069603049
371	0.1067410676
372	0.1065496528
373	0.1062988115
374	0.1061102909
375	0.1059394919
376	0.1057974442
377	0.1056055567
378	0.1052624744
379	0.1050632311
380	0.1048522452
381	0.1046942006
382	0.104515283
383	0.1043458856
384	0.1041046972
385	0.10393355
386	0.1037546158
387	0.1036028074
388	0.1034231849
389	0.1032600569
390	0.1030651507
391	0.1027510436
392	0.1025655249
393	0.1023506662
394	0.1017572154
395	0.1015734797
396	0.1014210908
397	0.1012745401
398	0.1009285968
399	0.100744604
400	0.1005822555
401	0.1003730193
402	0.1001822513
403	0.09997942551
404	0.09982893571
405	0.09969564521
406	0.0995218194
407	0.09934370621
408	0.09910606716
409	0.09893920733
410	0.09833299388
411	0.09818912174
412	0.09804511692
413	0.09788674064
414	0.09767898062
415	0.09751957603
416	0.09736108365
417	0.09717272054
418	0.09695704916
419	0.09659659344
420	0.09642848969
421	0.09625978055
422	0.09609835252
423	0.09593873231
424	0.095809497
425	0.09562752765
426	0.09544933153
427	0.09531705276
428	0.09519833275
429	0.09504715463
430	0.09489112522
431	0.09457588196
432	0.09442426433
433	0.09406982919
434	0.09393891874
435	0.09366946842
436	0.09343411819
437	0.09327340333
438	0.09311964616
439	0.09295021555
440	0.09283551755
441	0.09270587589
442	0.09251849962
443	0.09237648508
444	0.09224117113
445	0.09200526528
446	0.0918495427
447	0.09172089618
448	0.09158529199
449	0.09138769067
450	0.09116783142
451	0.0908661718
452	0.09067492278
453	0.09055613642
454	0.09041124427
455	0.09028176017
456	0.09014598183
457	0.08998540795
458	0.0898573751
459	0.08968809377
460	0.08955194224
461	0.08927569182
462	0.08910222261
463	0.08898253234
464	0.08882805368
465	0.08862963137
466	0.08848075037
467	0.08828139927
468	0.0881326012
469	0.0879936467
470	0.08786972709
471	0.08770058673
472	0.08756373862
473	0.08742141724
474	0.08728105296
475	0.08708645365
476	0.08696338819
477	0.08685170049
478	0.08671490213
479	0.08656845922
480	0.08615711876
481	0.08587143939
482	0.08567573713
483	0.08554835112
484	0.08512797148
485	0.0850273547
486	0.08490829468
487	0.08476534304
488	0.08461336053
489	0.08449104973
490	0.08437023992
491	0.08425102234
492	0.08412727688
493	0.08394146795
494	0.08380513399
495	0.08366470337
496	0.08355569425
497	0.08339981411
498	0.0832777438
499	0.08311833921
500	0.08297600124
501	0.08286281254
502	0.08275053605
503	0.08264851777
504	0.08254047891
505	0.08241562221
506	0.08230196911
507	0.08214758997
508	0.08168547257
509	0.08155141084
510	0.08143441573
511	0.08130367942
512	0.08118319304
513	0.08084233325
514	0.08068369161
515	0.08053109542
516	0.08040832022
517	0.08030940346
518	0.0798246052
519	0.0796965143
520	0.07959214086
521	0.07948033706
522	0.07937666022
523	0.07924446438
524	0.0791390958
525	0.07886774644
526	0.07869048741
527	0.07858304563
528	0.07847528872
529	0.07837361875
530	0.07826261106
531	0.078077648
532	0.07795995629
533	0.07784729833
534	0.07773794091
535	0.07756903275
536	0.07742720894
537	0.0773124529
538	0.07720867655
539	0.07704786218
540	0.07695212986
541	0.07685796489
542	0.07675154313
543	0.07664313938
544	0.07653657664
545	0.0763937577
546	0.07618604743
547	0.0760472505
548	0.07592587678
549	0.07580843386
550	0.07571397864
551	0.075616198
552	0.07549586089
553	0.07540203592
554	0.07527243573
555	0.07513029679
556	0.07499707263
557	0.07489313872
558	0.07475551108
559	0.07462007274
560	0.07445632271
561	0.07435780401
562	0.07421156012
563	0.07382391225
564	0.07371443873
565	0.07361835811
566	0.07353057032
567	0.0734447728
568	0.0733571094
569	0.07315010403
570	0.07301042806
571	0.07277657882
572	0.0726868588
573	0.07257383595
574	0.07227101533
575	0.07217799477
576	0.07204369255
577	0.07177401833
578	0.07167750649
579	0.07153065723
580	0.07139697697
581	0.0712927611
582	0.07116705853
583	0.07096281466
584	0.07085864855
585	0.07073998659
586	0.07064712359
587	0.07054154769
588	0.07046052684
589	0.07037515226
590	0.07030560037
591	0.07021253005
592	0.07010398533
593	0.06995504628
594	0.0698476045
595	0.0697770409
596	0.06969125167
597	0.06949464549
598	0.06941361635
599	0.06931157319
600	0.06911907611
601	0.06878887259
602	0.06843094204
603	0.06832385685
604	0.06824292722
605	0.06809814287
606	0.06787719727
607	0.06776429052
608	0.06766581328
609	0.06756474868
610	0.06748714032
611	0.06737549823
612	0.06725351914
613	0.06714757007
614	0.06706697215
615	0.06698338467
616	0.06686508759
617	0.06677999911
618	0.06669751043
619	0.0666220582
620	0.06639173756
621	0.06631942832
622	0.06624020286
623	0.06614984429
624	0.06600537507
625	0.06592244273
626	0.06583158244
627	0.06575473288
628	0.06568495709
629	0.06562011553
630	0.06554072007
631	0.06544196087
632	0.06537327144
633	0.06530479763
634	0.06521022216
635	0.06512365756
636	0.06506242752
637	0.06497967347
638	0.06488340627
639	0.06479245061
640	0.06470528064
641	0.06457570947
642	0.06451680142
643	0.06442456453
644	0.06406876937
645	0.06399972335
646	0.06386231132
647	0.06366573831
648	0.06359185758
649	0.06344771593
650	0.06335618392
651	0.06328525958
652	0.06317243991
653	0.06310809592
654	0.0630370845
655	0.06295052404
656	0.06284659013
657	0.0626704216
658	0.06258598825
659	0.06249754533
660	0.06240027884
661	0.0623038748
662	0.06221960317
663	0.0621494003
664	0.0620342379
665	0.06194492838
666	0.06181670065
667	0.06155876491
668	0.06149474434
669	0.0613977681
670	0.06129278929
671	0.06120376587
672	0.06111572929
673	0.06103176863
674	0.06096582827
675	0.06078661214
676	0.06071463875
677	0.0606363877
678	0.06055973716
679	0.06049020601
680	0.0604179175
681	0.06033486491
682	0.05997318185
683	0.05991072447
684	0.05984634316
685	0.05977313415
686	0.05955706472
687	0.05949651884
688	0.05943914496
689	0.0593535133
690	0.05913549092
691	0.0590667227
692	0.05886911309
693	0.0587959331
694	0.05873350475
695	0.05863570338
696	0.05856349779
697	0.05840793278
698	0.05833452059
699	0.05819708783
700	0.05813274384
701	0.05806292658
702	0.05799872772
703	0.0578219704
704	0.05775285389
705	0.05763893957
706	0.05757620024
707	0.05749130249
708	0.05742471944
709	0.05736635457
710	0.05730958192
711	0.05725450516
712	0.05719184875
713	0.05708692385
714	0.05702394403
715	0.05695787098
716	0.0568927682
717	0.05647618252
718	0.05634910749
719	0.05626960423
720	0.05622117416
721	0.05613087364
722	0.05606316691
723	0.05598504025
724	0.05593907315
725	0.0558639319
726	0.05580078623
727	0.05574558921
728	0.05567856664
729	0.05561604707
730	0.05555264431
731	0.05541067538
732	0.05499133234
733	0.05492423514
734	0.05487144719
735	0.05480100383
736	0.05456765631
737	0.05451219808
738	0.05444520453
739	0.05437432994
740	0.05429073831
741	0.05420955575
742	0.05415655634
743	0.05410593282
744	0.05405912814
745	0.05401849332
746	0.05396975642
747	0.0539101725
748	0.05383824887
749	0.05377293877
750	0.05370673304
751	0.05364257978
752	0.05358071949
753	0.05348446887
754	0.05343796274
755	0.0533888029
756	0.05333974258
757	0.05328228163
758	0.05323721844
759	0.05310367087
760	0.05304984217
761	0.0530052268
762	0.05294026085
763	0.05288554482
764	0.05277603813
765	0.0527325796
766	0.05266228137
767	0.05255847599
768	0.05247295628
769	0.05241140283
770	0.05235208428
771	0.05230855527
772	0.05225910518
773	0.05221096536
774	0.05215768399
775	0.05206676981
776	0.05201593067
777	0.05171330908
778	0.05166235385
779	0.05159606519
780	0.05154153575
781	0.05137717206
782	0.05131862475
783	0.05115155759
784	0.05109628594
785	0.0508955914
786	0.05084784135
787	0.0507947673
788	0.05073442044
789	0.05067188014
790	0.05045548315
791	0.05038782617
792	0.05034636622
793	0.05025781549
794	0.05020662391
795	0.05013346879
796	0.05003898455
797	0.04985876083
798	0.0497997201
799	0.04964347508
800	0.04953492621
801	0.04935685863
802	0.04925186323
803	0.04921083865
804	0.04915916609
805	0.04908565853
806	0.04904339832
807	0.04897229568
808	0.0489278047
809	0.04888672621
810	0.0488531942
811	0.04881768434
812	0.04850606504
813	0.04845799985
814	0.04813275545
815	0.04808337999
816	0.04780183046
817	0.04772238524
818	0.04742838403
819	0.04738400501
820	0.04734065014
821	0.0472897654
822	0.04723642183
823	0.04719304209
824	0.04714738182
825	0.04705309661
826	0.04702116096
827	0.04697740804
828	0.04693806275
829	0.04688664312
830	0.04683375566
831	0.04678725367
832	0.04651902655
833	0.04646803814
834	0.04642948482
835	0.04639067028
836	0.04634913154
837	0.04629278598
838	0.04613218307
839	0.04607050108
840	0.04602792159
841	0.04582007035
842	0.04577221248
843	0.04566806296
844	0.04563310872
845	0.04543921429
846	0.04539151399
847	0.04534951086
848	0.04530756992
849	0.04525715372
850	0.04521196614
851	0.04506228074
852	0.04501887197
853	0.0449844153
854	0.04493758989
855	0.04489389088
856	0.04476779026
857	0.04472329513
858	0.0446737165
859	0.04458043472
860	0.04453817865
861	0.04449184667
862	0.04443884725
863	0.04437896065
864	0.04434525034
865	0.04427131155
866	0.04424010152
867	0.04413882546
868	0.04410205509
869	0.04405050692
870	0.04400750036
871	0.04397329248
872	0.04394619154
873	0.04391060705
874	0.04387367497
875	0.04382510807
876	0.04377132913
877	0.04373566171
878	0.04370324093
879	0.04361121136
880	0.04357814789
881	0.04351620052
882	0.04341752011
883	0.04333571558
884	0.04321428382
885	0.04317899787
886	0.04314023723
887	0.04311129529
888	0.04305288895
889	0.04289867567
890	0.04286008918
891	0.04278283327
892	0.04259589651
893	0.04253093885
894	0.04248555225
895	0.04245250536
896	0.04229549325
897	0.04221453459
898	0.04212116573
899	0.04208944569
900	0.04205318534
901	0.04201407225
902	0.04198353809
903	0.04186286097
904	0.04183143118
905	0.04179596694
906	0.04175326306
907	0.04172135229
908	0.04168962396
909	0.04165119088
910	0.04161393953
911	0.04158066459
912	0.04152811299
913	0.04146329631
914	0.04143272068
915	0.04140860101
916	0.04137394532
917	0.04134487069
918	0.04130692689
919	0.04127976376
920	0.04119793021
921	0.04116514455
922	0.04111281685
923	0.04103499703
924	0.04099105337
925	0.04096329316
926	0.04089663547
927	0.04064564498
928	0.04061318273
929	0.04056524194
930	0.040526303
931	0.04048514988
932	0.04045408498
933	0.04040786494
934	0.04037590027
935	0.04034090457
936	0.04031123286
937	0.04023727749
938	0.04020565282
939	0.04017453401
940	0.04013519702
941	0.04003754491
942	0.03997945371
943	0.03995666919
944	0.03990609957
945	0.03986582134
946	0.0398316798
947	0.03978736712
948	0.03960042622
949	0.03952507351
950	0.03946356981
951	0.0394331476
952	0.03940483176
953	0.03937744058
954	0.039351256
955	0.03928462733
956	0.03925518782
957	0.03922561977
958	0.03920081595
959	0.03907689219
960	0.03904412311
961	0.03897072751
962	0.03892864559
963	0.03888856224
964	0.0388539024
965	0.03880616893
966	0.03878186682
967	0.03874245934
968	0.03870506287
969	0.03868100954
970	0.0386425433
971	0.03855613211
972	0.03852688748
973	0.03847793496
974	0.0384033908
975	0.03838027457
976	0.03827403525
977	0.03818945677
978	0.03815789015
979	0.0381320829
980	0.03810826592
981	0.03808189475
982	0.03801173335
983	0.03798634073
984	0.03795844368
985	0.03789421164
986	0.03786895586
987	0.0378317211
988	0.03779496732
989	0.03775361103
990	0.03772519568
991	0.0376655703
992	0.03764166625
993	0.03751329339
994	0.03748160238
995	0.03741976282
996	0.03739251676
997	0.03735910913
998	0.0373231722
999	0.03727849463
